Category,Company,Contact_webPage,Contact_email,Contact_phone,Model,YoM,MSN,TFHs_TFCs,Engines,F_B_E,OL_A_S,LU,AD
"Aircraft, (Jets and Turboprops)",Boeing 737,"BBAM, http://www.myairlease.com/available/bbam","Mr. S. Zissis, mailto:info@bbam.com?Subject=Query%20for%20MSN%2029075%20listed%20in%20myairlease.com",+1 415 486 6100,737-500,1999,29075,45467/30575,CFM56-3C1,0/20/90,S,1605,1612
"Aircraft, (Jets and Turboprops)",Boeing 737,"Bulgaria Air, http://www.myairlease.com/available/bulgaria_air","Mr. G. Beloretchki, mailto:g.beloretchki@air.bg?Subject=Query%20for%20MSN%2024665%20listed%20in%20myairlease.com",+35 929 840354,737-322,1990,24665,54993/35277,CFM56-3C1,0/0/148,OL,1605,IMM
"Aircraft, (Jets and Turboprops)",Boeing 737,"Bulgaria Air, http://www.myairlease.com/available/bulgaria_air","Mr. G. Beloretchki, mailto:g.beloretchki@air.bg?Subject=Query%20for%20MSN%2026852%20listed%20in%20myairlease.com",+35 929 840354,737-341,1992,26852,50709/39306,CFM56-3B2,0/0/148,OL,1605,IMM
"Aircraft, (Jets and Turboprops)",Boeing 737,"Cabot Aviation, http://www.myairlease.com/available/cabot_aviation","Mr. T. Whitty, mailto:tony@cabotaviation.com?Subject=Query%20for%20MSN%2030136%20listed%20in%20myairlease.com",+44 1293 844 759,737-700,2002,30136,OR,CFM56-7B26,0/0/100+16*,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Boeing 737,"Celerak, http://www.myairlease.com/available/celerak","Mr. C. Ospina, mailto:cristobal@celerak.com?Subject=Query%20for%20MSN%2021116%20listed%20in%20myairlease.com",+1 786 380 6871,737-275,1975,21116,68012/62680,JT8D-15,Freighter,S,1603,IMM
"Aircraft, (Jets and Turboprops)",Boeing 737,"Colt Cargo, http://www.myairlease.com/available/colt_cargo","Colt Cargo, mailto:acmi@coltcargo.com.br?Subject=Query%20for%20MSN%2026526%20listed%20in%20myairlease.com",+55 11 3199 1402,737-4B6F,1992,26526,OR,CFM56-3C1,Freighter,A/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Boeing 737,"Commercial Jet Partners, http://www.myairlease.com/available/commercial_jet_partners","Mr. M. O'Barr, mailto:Avreps@aol.com?Subject=Query%20for%20MSN%2023794%20listed%20in%20myairlease.com",+1 214 505 4304,737-27A,1987,23794,29000/42000,JT8D-9A,16/0/88,S,1604,IMM
"Aircraft, (Jets and Turboprops)",Boeing 737,"Commercial Jet Partners, http://www.myairlease.com/available/commercial_jet_partners","Mr. M. O'Barr, mailto:Avreps@aol.com?Subject=Query%20for%20MSN%2023086%20listed%20in%20myairlease.com",+1 214 505 4304,737-232,1984,23086,62000/45000,No engines,0/0/120,S,1604,IMM
"Aircraft, (Jets and Turboprops)",Boeing 737,"Condor Aviation, http://www.myairlease.com/available/condor_aviation","Mr. V. Harcovei, mailto:v.harcovei@condoraviation.ro?Subject=Query%20for%20MSN%2027924%20listed%20in%20myairlease.com",+40 727 891801,737-300,1995,27924,17023/8886,CFM56-3C1,0/0/148,OL/A,1605,IMM
"Aircraft, (Jets and Turboprops)",Boeing 737,"DVB Bank, http://www.myairlease.com/available/dvb","Mr. J. Pierpoint, mailto:aircraftsales@dvbbank.com?Subject=Query%20for%20MSN%2030415%20listed%20in%20myairlease.com",+44 20 7256 4448,737-800,2000,30415,OR,CFM56-7B27/B1,OR,OL,1605,1612
"Aircraft, (Jets and Turboprops)",Boeing 737,"euroAtlantic Airways, http://www.myairlease.com/available/euroatlantic_airways","Commercial team, mailto:commercial@euroatlantic.pt?Subject=Query%20for%20MSN%2030646%20listed%20in%20myairlease.com",+351 21 9247315-24,737-800,2002,30646,OR,CFM56-7B27,0/16/144,OL/A,1605,IMM
"Aircraft, (Jets and Turboprops)",Boeing 737,"European Aviation Group, http://www.myairlease.com/available/european_aviation","Mr. T. Whetter, mailto:trevorw@euroav.com?Subject=Query%20for%20MSN%2027418%20listed%20in%20myairlease.com",+44 1531 633 000,737-500,1992,27418,50223/31592,CFM56-3C1,0/0/120,S,1604,IMM
"Aircraft, (Jets and Turboprops)",Boeing 737,"European Aviation Group, http://www.myairlease.com/available/european_aviation","Mr. T. Whetter, mailto:trevorw@euroav.com?Subject=Query%20for%20MSN%2026307%20listed%20in%20myairlease.com",+44 1531 633 000,737-300,1994,26307,50037/33996,CFM56-3C1,0/0/149,S,1604,IMM
"Aircraft, (Jets and Turboprops)",Boeing 747,"Cabot Aviation, http://www.myairlease.com/available/cabot_aviation","Mr. T. Whitty, mailto:tony@cabotaviation.com?Subject=Query%20for%20MSN%2030762%20listed%20in%20myairlease.com",+44 1293 844 759,747-400F,2001,30762,47979/8029,CF6-80C2B1F,Freighter,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Boeing 747,"Cabot Aviation, http://www.myairlease.com/available/cabot_aviation","Mr. T. Whitty, mailto:tony@cabotaviation.com?Subject=Query%20for%20MSN%2030761%20listed%20in%20myairlease.com",+44 1293 844 759,747-400F,2000,30761,OR,CF6-80C2B1F,Freighter,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Boeing 737,"European Aviation Group, http://www.myairlease.com/available/european_aviation","Mr. T. Whetter, mailto:trevorw@euroav.com?Subject=Query%20for%20MSN%2025797%20listed%20in%20myairlease.com",+44 1531 633 000,737-500,1993,25797,40167/56985,CFM56-3C1,0/0/120,S,1604,IMM
"Aircraft, (Jets and Turboprops)",Boeing 737,"European Aviation Group, http://www.myairlease.com/available/european_aviation","Mr. T. Whetter, mailto:trevorw@euroav.com?Subject=Query%20for%20MSN%2024648%20listed%20in%20myairlease.com",+44 1531 633 000,737-500,1992,24648,35253/52211,CFM56-3C1,0/0/120,S,1604,IMM
"Aircraft, (Jets and Turboprops)",Boeing 737,"Express Airways, http://www.myairlease.com/available/express_airways","Mr. S. Tuncer, mailto:s.tuncer@express-airways.com?Subject=Query%20for%20MSN%2028873%20listed%20in%20myairlease.com",+49 174 777 0737,737-33R,1998,28873,OR,CFM56-3C1,0/0/142,A,1604,IMM
"Aircraft, (Jets and Turboprops)",Boeing 747,"Cabot Aviation, http://www.myairlease.com/available/cabot_aviation","Mr. T. Whitty, mailto:tony@cabotaviation.com?Subject=Query%20for%20MSN%2030760%20listed%20in%20myairlease.com",+44 1293 844 759,747-400F,2000,30760,55697/9715,CF6-80C2B1F,Freighter,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Boeing 747,"Cabot Aviation, http://www.myairlease.com/available/cabot_aviation","Mr. T. Whitty, mailto:tony@cabotaviation.com?Subject=Query%20for%20MSN%2027965%20listed%20in%20myairlease.com",+44 1293 844 759,747-400,1995,27965,87000/15500,PW4056,0/70/319,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Boeing 747,"Cabot Aviation, http://www.myairlease.com/available/cabot_aviation","Mr. T. Whitty, mailto:tony@cabotaviation.com?Subject=Query%20for%20MSN%2029906%20listed%20in%20myairlease.com",+44 1293 844 759,747-400,1999,29906,OR,PW4056,OR,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Boeing 737,"Jet Trading and Leasing, http://www.myairlease.com/available/jet_trading_leasing","Mr. L. Ayala, mailto:luis@jtl.aero?Subject=Query%20for%20MSN%2023773%20listed%20in%20myairlease.com",+1 305 567 2424,737-300,1987,23773,OR,CFM556-3B2,OR,OL/S,1604,IMM
"Aircraft, (Jets and Turboprops)",Boeing 737,"KV Aviation, http://www.myairlease.com/available/kv_aviation","Mrs. K. Brunet, mailto:karine.brunet@kvaviation.com?Subject=Query%20for%20MSN%2028733%20listed%20in%20myairlease.com",+44 7557 194 936,737-300,1997,28733,39233/27922,CFM56-3C1,0/0/142,OL,1603,IMM
"Aircraft, (Jets and Turboprops)",Boeing 737,"Logistic Air, http://www.myairlease.com/available/logistic_air","Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20MSN%2027191%20listed%20in%20myairlease.com",+1 925 465 0400,737-400,1995,27191,OR,CFM56-3C1,OR,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Boeing 747,"DVB Bank, http://www.myairlease.com/available/dvb","Mr. J. Louch, mailto:aircraftsales@dvbbank.com?Subject=Query%20for%20MSN%2026558%20listed%20in%20myairlease.com",+44 207 2564 449,747-400F,1998,26558,OR,PW4056,Freighter,OL/S,1605,1612
"Aircraft, (Jets and Turboprops)",Boeing 747,"Jet Midwest, http://www.myairlease.com/available/jet_midwest","Mr. K. Lee, mailto:kevin.lee@jetmidwest.com?Subject=Query%20for%20MSN%2025315%20listed%20in%20myairlease.com",+1 310 652 0296,747-438,1991,25315,OR,RB211-524G,OR,OL/S,1603,IMM
"Aircraft, (Jets and Turboprops)",Boeing 747,"Jet Midwest, http://www.myairlease.com/available/jet_midwest","Mr. K. Lee, mailto:kevin.lee@jetmidwest.com?Subject=Query%20for%20MSN%2025151%20listed%20in%20myairlease.com",+1 310 652 0296,747-400,1992,25151,OR,RB211-524GT,OR,OL/S,1603,IMM
"Aircraft, (Jets and Turboprops)",Boeing 737,"Logistic Air, http://www.myairlease.com/available/logistic_air","Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20MSN%2025192%20listed%20in%20myairlease.com",+1 925 465 0400,737-500,1992,25192,OR,CFM56-3C1,OR,OL/A/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Boeing 737,"Macquarie Airfinance, http://www.myairlease.com/available/macquarie_airfinance","Marketing, mailto:info@macquarie.aero?Subject=Query%20for%20MSN%2032365%20listed%20in%20myairlease.com",......,737-800,2002,32365,OR,CFM56-7B26,OR,OL/S,1604,1612
"Aircraft, (Jets and Turboprops)",Boeing 737,"Macquarie Airfinance, http://www.myairlease.com/available/macquarie_airfinance","Marketing, mailto:info@macquarie.aero?Subject=Query%20for%20MSN%2029370%20listed%20in%20myairlease.com",......,737-700,2006,29370,OR,CFM56-7B24,OR,OL/S,1604,1701
"Aircraft, (Jets and Turboprops)",Boeing 747,"Jet Midwest, http://www.myairlease.com/available/jet_midwest","Mr. K. Lee, mailto:kevin.lee@jetmidwest.com?Subject=Query%20for%20MSN%2024482%20listed%20in%20myairlease.com",+1 310 652 0296,747-400,1989,24482,OR,RB211-524GT,OR,OL/S,1603,IMM
"Aircraft, (Jets and Turboprops)",Boeing 747,"Jet Trading and Leasing, http://www.myairlease.com/available/jet_trading_leasing","Mr. L. Ayala, mailto:luis@jtl.aero?Subject=Query%20for%20MSN%2030267%20listed%20in%20myairlease.com",+1 305 567 2424,747-451,1999,30267,OR,PW4056,OR,S,1604,IMM
"Aircraft, (Jets and Turboprops)",Boeing 747,"Logistic Air, http://www.myairlease.com/available/logistic_air","Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20MSN%2021121%20listed%20in%20myairlease.com",+1 925 465 0400,747-251F,1975,21121,OR,JT9D-7J,Freighter,OL/A,1605,IMM
"Aircraft, (Jets and Turboprops)",Boeing 737,"MFS Aircraft, http://www.myairlease.com/available/mfs_aircraft","Mr. G. Jackson, mailto:Gerry@mfsaircraft.com?Subject=Query%20for%20MSN%2024662%20listed%20in%20myairlease.com",+1 612 822 3580,737-322,1990,24662,53690/35922,CFM56-3C1,0/0/147,OL/A/S,1603,IMM
"Aircraft, (Jets and Turboprops)",Boeing 737,"MFS Aircraft, http://www.myairlease.com/available/mfs_aircraft","Mr. G. Jackson, mailto:Gerry@mfsaircraft.com?Subject=Query%20for%20MSN%2023955%20listed%20in%20myairlease.com",+1 612 822 3580,737-322,1988,23955,67235/40057,CFM56-3C1,0/0/148,OL/A/S,1603,IMM
"Aircraft, (Jets and Turboprops)",Boeing 737,"MHB Aviation Consultants, http://www.myairlease.com/available/mhb_aviation_consultants","Mr. I. Blight, mailto:iblight@mhbaviation.com?Subject=Query%20for%20MSN%2025107%20listed%20in%20myairlease.com",+44 1276 473887,737-400,1993,25107,OR,CFM56-3,0/0/168,A,1602,IMM
"Aircraft, (Jets and Turboprops)",Boeing 747,"Logistic Air, http://www.myairlease.com/available/logistic_air","Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20MSN%2021122%20listed%20in%20myairlease.com",+1 925 465 0400,747-251F,1975,21122,OR,JT9D-7J,Freighter,OL/A,1605,IMM
"Aircraft, (Jets and Turboprops)",Boeing 747,"Logistic Air, http://www.myairlease.com/available/logistic_air","Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20MSN%2019824%20listed%20in%20myairlease.com",+1 925 465 0400,747-246B,1971,19824,OR,JT9D-7A,0/0/472,OL,1605,IMM
"Aircraft, (Jets and Turboprops)",Boeing 747,"Logistic Air, http://www.myairlease.com/available/logistic_air","Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20MSN%2022067%20listed%20in%20myairlease.com",+1 925 465 0400,747-146,1980,22067,OR,JT9D-7A,0/0/500,OL/A,1605,IMM
"Aircraft, (Jets and Turboprops)",Boeing 737,"ORIX Aviation, http://www.myairlease.com/available/orix_aviation","Mr. D. Cunnigham, mailto:daniel.cunningham@orix.ie?Subject=Query%20for%20MSN%2029660%20listed%20in%20myairlease.com",+353 871 774 524,737-800,2007,29660,OR,CFM56-7B26/3,OR,OL,1604,1711
"Aircraft, (Jets and Turboprops)",Boeing 737,"ORIX Aviation, http://www.myairlease.com/available/orix_aviation","Mr. C. Coakley, mailto:cian.coakley@orix.ie?Subject=Query%20for%20MSN%2024710%20listed%20in%20myairlease.com",+353 877 760 451,737-300F,1990,24710,OR,CFM56-3B2,Freighter,S,1604,IMM
"Aircraft, (Jets and Turboprops)",Boeing 737,"Plane Trails, http://www.myairlease.com/available/plane_trails","Mr. K. Dyer, mailto:kendyer@plane-lease.com?Subject=Query%20for%20MSN%2024754%20listed%20in%20myairlease.com",+44 1437 807 200,737-500,1990,24754,43899/42635,CFM56-3C1,0/0/120,S,1602,IMM
"Aircraft, (Jets and Turboprops)",Boeing 757,"Bristol Associates, http://www.myairlease.com/available/bristol_associates","Mrs. A. Kopinski, mailto:bristol@bristolassociates.com?Subject=Query%20for%20MSN%2025698%20listed%20in%20myairlease.com",+1 202 682 4000,757-222,1991,25698,89968/25764,PW2037,24/0/158,S,1603,IMM
"Aircraft, (Jets and Turboprops)",Boeing 757,"Bristol Associates, http://www.myairlease.com/available/bristol_associates","Mrs. A. Kopinski, mailto:bristol@bristolassociates.com?Subject=Query%20for%20MSN%2025398%20listed%20in%20myairlease.com",+1 202 682 4000,757-222,1992,25398,88136/25228,PW2037,24/0/158,S,1603,IMM
"Aircraft, (Jets and Turboprops)",Boeing 747,"Logistic Air, http://www.myairlease.com/available/logistic_air","Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20MSN%2023150%20listed%20in%20myairlease.com",+1 925 465 0400,747-146,1984,23150,OR,JT9D-7A,0/0/500,OL/A,1605,IMM
"Aircraft, (Jets and Turboprops)",Boeing 747,"Logistic Air, http://www.myairlease.com/available/logistic_air","Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20MSN%2019650%20listed%20in%20myairlease.com",+1 925 465 0400,747-100SF,1970,19650,OR,JT9D-7A,Freighter,OL/A,1604,IMM
"Aircraft, (Jets and Turboprops)",Boeing 747,"Logistic Air, http://www.myairlease.com/available/logistic_air","Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20MSN%2020109%20listed%20in%20myairlease.com",+1 925 465 0400,747-100SF,1970,20109,OR,JT9D-7A,Freighter,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Boeing 737,"Potomac Aviation, http://www.myairlease.com/available/potomac_aviation","Mr. M. Adams, mailto:michael.adams@potomacaviation.net?Subject=Query%20for%20MSN%2026851%20listed%20in%20myairlease.com",+1 336 682 5441,737-300QC,1992,26851,26741/27227,CFM56-3C1,0/0/147,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Boeing 737,"Potomac Aviation, http://www.myairlease.com/available/potomac_aviation","Mr. M. Adams, mailto:michael.adams@potomacaviation.net?Subject=Query%20for%20MSN%2025159%20listed%20in%20myairlease.com",+1 336 682 5441,737-300QC,1991,25159,54042/32119,CFM56-3B2,0/0/148,S,1605,1607
"Aircraft, (Jets and Turboprops)",Boeing 737,"Rare Air, http://www.myairlease.com/available/rare_air","Mr. T. Reid, mailto:trevorv@rare-air.co.uk?Subject=Query%20for%20MSN%2022123%20listed%20in%20myairlease.com",+44 7543 381 065,737-230A,1981,22123,59200/57971,JT8D-15,0/8/112,A/S,1602,IMM
"Aircraft, (Jets and Turboprops)",Boeing 757,"Bristol Associates, http://www.myairlease.com/available/bristol_associates","Mrs. A. Kopinski, mailto:bristol@bristolassociates.com?Subject=Query%20for%20MSN%2025396%20listed%20in%20myairlease.com",+1 202 682 4000,757-222,1992,25396,88335/25149,PW2037,24/0/158,S,1603,IMM
"Aircraft, (Jets and Turboprops)",Boeing 757,"Bristol Associates, http://www.myairlease.com/available/bristol_associates","Mrs. A. Kopinski, mailto:bristol@bristolassociates.com?Subject=Query%20for%20MSN%2025322%20listed%20in%20myairlease.com",+1 202 682 4000,757-222,1991,25322,88372/25041,PW2037,24/0/158,S,1603,IMM
"Aircraft, (Jets and Turboprops)",Boeing 757,"Bristol Associates, http://www.myairlease.com/available/bristol_associates","Mrs. A. Kopinski, mailto:bristol@bristolassociates.com?Subject=Query%20for%20MSN%2025157%20listed%20in%20myairlease.com",+1 202 682 4000,757-222,1991,25157,77511/28111,PW2037,24/0/158,S,1603,IMM
"Aircraft, (Jets and Turboprops)",Boeing 737,"SkyWorks Leasing, http://www.myairlease.com/available/skyworks","Mr. A. Husain, mailto:ahusain@skyworksleasing.com?Subject=Query%20for%20MSN%2028891%20listed%20in%20myairlease.com",+1 203 983 6671,737-400,1998,28891,OR,CFM56-3C1,OR,OL/S,1603,IMM
"Aircraft, (Jets and Turboprops)",Boeing 737,"SkyWorks Leasing, http://www.myairlease.com/available/skyworks","Mr. A. Husain, mailto:ahusain@skyworksleasing.com?Subject=Query%20for%20MSN%2028890%20listed%20in%20myairlease.com",+1 203 983 6671,737-400,1998,28890,OR,CFM56-3C1,OR,OL/S,1603,IMM
"Aircraft, (Jets and Turboprops)",Boeing 737,"VallAir, http://www.myairlease.com/available/vallair","Mrs. A. Mihalache, mailto:anca@vallair.aero?Subject=Query%20for%20MSN%2025180%20listed%20in%20myairlease.com",+352 2 610 3962,737-400F,1992,25180,OR,CFM56-3C1,Freighter,S,1603,1608
"Aircraft, (Jets and Turboprops)",Boeing 757,"Castlelake, http://www.myairlease.com/available/castlelake","Mr. C. Buckley, mailto:chris.buckley@castlelake.com?Subject=Query%20for%20MSN%206161%20listed%20in%20myairlease.com",+44 207 190 6125,757-2Y0,1993,26161,OR,RB211-535E4,OR,S,1603,IMM
"Aircraft, (Jets and Turboprops)",Boeing 757,"Colt Cargo, http://www.myairlease.com/available/colt_cargo","Colt Cargo, mailto:acmi@coltcargo.com.br?Subject=Query%20for%20MSN%2024235%20listed%20in%20myairlease.com",+55 11 3199 1402,757-28AF,1988,24235,OR,RB211-535E4,Freighter,A,1605,IMM
"Aircraft, (Jets and Turboprops)",Boeing 757,"Cygnus Air, http://www.myairlease.com/available/cygnus_air","Mr. J. Fernandez, mailto:jfernandez@cygnusair.eu?Subject=Query%20for%20MSN%2024121%20listed%20in%20myairlease.com",+34 91 746 1530,757-200PCF,1988,24121,OR,RB211-535E4,Freighter,A,1604,IMM
"Aircraft, (Jets and Turboprops)",Boeing 737,"VallAir, http://www.myairlease.com/available/vallair","Mrs. A. Mihalache, mailto:anca@vallair.aero?Subject=Query%20for%20MSN%2024690%20listed%20in%20myairlease.com",+352 2 610 3962,737-400F,1990,24690,OR,CFM56-3C1,Freighter,S,1603,1607
"Aircraft, (Jets and Turboprops)",Boeing 737,"Zela Aviation, http://www.myairlease.com/available/zela_aviation","Mr. A. Pericleous, mailto:acmi@zelaaviation.com?Subject=Query%20for%20MSN%2029922%20listed%20in%20myairlease.com",+357 25 34 68 15,737-800,2000,29922,OR,CFM56-7B,0/12/168,A,1605,IMM
"Aircraft, (Jets and Turboprops)",Boeing 757,"Jet Midwest, http://www.myairlease.com/available/jet_midwest","Mr. K. Lee, mailto:kevin.lee@jetmidwest.com?Subject=Query%20for%20MSN%2026977%20listed%20in%20myairlease.com",+1 310 652 0296,757-223,1994,26977,OR,RB211-535E4B,OR,OL/S,1603,IMM
"Aircraft, (Jets and Turboprops)",Boeing 757,"Jet Midwest, http://www.myairlease.com/available/jet_midwest","Mr. K. Lee, mailto:kevin.lee@jetmidwest.com?Subject=Query%20for%20MSN%2026976%20listed%20in%20myairlease.com",+1 310 652 0296,757-223,1994,26976,OR,RB211-535E4B,OR,OL/S,1603,IMM
"Aircraft, (Jets and Turboprops)",Boeing 757,"Jet Trading and Leasing, http://www.myairlease.com/available/jet_trading_leasing","Mr. L. Ayala, mailto:luis@jtl.aero?Subject=Query%20for%20MSN%2025368%20listed%20in%20myairlease.com",+1 305 567 2424,757-222,1991,25368,OR,PW2037,OR,OL/S,1604,IMM
"Aircraft, (Jets and Turboprops)",Boeing 767,"Aerotask, http://www.myairlease.com/available/aerotask","Mr. R. Sitta, mailto:fleet@aerotask.ae?Subject=Query%20for%20MSN%2030342%20listed%20in%20myairlease.com",+971 4 2500373,767-341ER,1999,30342,OR,CF6-80C2B6F,0/12/278,A,1605,IMM
"Aircraft, (Jets and Turboprops)",Boeing 767,"AerSale, http://www.myairlease.com/available/aersale","Mr. C. Wright, mailto:Craig.Wright@aersale.com?Subject=Query%20for%20MSN%2027048%20listed%20in%20myairlease.com",+1 305 764 3238,767-27GER,1993,27048,OR,CF6-80C2B4F,0/0/221,OL/S,1604,IMM
"Aircraft, (Jets and Turboprops)",Boeing 757,"mba aircraft solutions, http://www.myairlease.com/available/mbaas","Mr. J. Agnew, mailto:jagnew@mbaas.aero?Subject=Query%20for%20MSN%2024580%20listed%20in%20myairlease.com",+1 703 276 3202,757-200,1990,24580,OR,RB211-535E4,0/22/166,S,1603,IMM
"Aircraft, (Jets and Turboprops)",Boeing 757,"Privilege Style Airlines, http://www.myairlease.com/available/privilege","Mr. O. Hernandez, mailto:ohernandez@privilegestyle.com?Subject=Query%20for%20MSN%2026241%20listed%20in%20myairlease.com",+34 971 408 653,757-200,1993,26241,OR,RB211-535E4,0/0/216,A,1606,1609
"Aircraft, (Jets and Turboprops)",Boeing 757,"Privilege Style Airlines, http://www.myairlease.com/available/privilege","Mr. O. Hernandez, mailto:ohernandez@privilegestyle.com?Subject=Query%20for%20MSN%2026252%20listed%20in%20myairlease.com",+34 971 408 653,757-200,1999,26252,OR,RB211-535E4,0/0/212,A,1606,1610
"Aircraft, (Jets and Turboprops)",Boeing 767,"euroAtlantic Airways, http://www.myairlease.com/available/euroatlantic_airways","Commercial team, mailto:commercial@euroatlantic.pt?Subject=Query%20for%20MSN%2030854%20listed%20in%20myairlease.com",+351 21 9247315-24,767-300ER,2001,30854,OR,CF6-80C2B7F,0/10/238,OL/A,1605,IMM
"Aircraft, (Jets and Turboprops)",Boeing 767,"euroAtlantic Airways, http://www.myairlease.com/available/euroatlantic_airways","Commercial team, mailto:commercial@euroatlantic.pt?Subject=Query%20for%20MSN%2030853%20listed%20in%20myairlease.com",+351 21 9247315-24,767-300ER,2001,30853,OR,CF6-80C2B7F,0/0/302,OL/A,1605,IMM
"Aircraft, (Jets and Turboprops)",Boeing 767,"euroAtlantic Airways, http://www.myairlease.com/available/euroatlantic_airways","Commercial team, mailto:commercial@euroatlantic.pt?Subject=Query%20for%20MSN%2030841%20listed%20in%20myairlease.com",+351 21 9247315-24,767-300ER,2001,30841,OR,CF6-80C2B7F,0/0/266,OL/A,1605,IMM
"Aircraft, (Jets and Turboprops)",Boeing 767,"euroAtlantic Airways, http://www.myairlease.com/available/euroatlantic_airways","Commercial team, mailto:commercial@euroatlantic.pt?Subject=Query%20for%20MSN%2024318%20listed%20in%20myairlease.com",+351 21 9247315-24,767-300ER,1989,24318,OR,PW4060-3,0/16/234,OL/A,1605,IMM
"Aircraft, (Jets and Turboprops)",Boeing 767,"euroAtlantic Airways, http://www.myairlease.com/available/euroatlantic_airways","Commercial team, mailto:commercial@euroatlantic.pt?Subject=Query%20for%20MSN%2026208%20listed%20in%20myairlease.com",+351 21 9247315-24,767-300ER,1994,26208,OR,PW4060-3,0/0/300,OL/A,1605,IMM
"Aircraft, (Jets and Turboprops)",Boeing 767,"euroAtlantic Airways, http://www.myairlease.com/available/euroatlantic_airways","Commercial team, mailto:commercial@euroatlantic.pt?Subject=Query%20for%20MSN%2025535%20listed%20in%20myairlease.com",+351 21 9247315-24,767-300ER,1993,25535,OR,PW4060-3,0/0/273,OL/A,1605,IMM
"Aircraft, (Jets and Turboprops)",Boeing 767,"euroAtlantic Airways, http://www.myairlease.com/available/euroatlantic_airways","Commercial team, mailto:commercial@euroatlantic.pt?Subject=Query%20for%20MSN%2024086%20listed%20in%20myairlease.com",+351 21 9247315-24,767-300SF,1989,24086,OR,CF6-80C2,Freighter,OL/A,1605,IMM
"Aircraft, (Jets and Turboprops)",Boeing 767,"Griffin Aviation Capital, http://www.myairlease.com/available/griffin_aviation_capital","Mr. K. Fedor, mailto:kevin.fedor@griffinavcap.com?Subject=Query%20for%20MSN%2033466%20listed%20in%20myairlease.com",+1 917 689 4869,767-300ER,2002,33466,50984/9203,PW4060-3,0/18/246,OL,1604,1804
"Aircraft, (Jets and Turboprops)",Boeing 767,"Griffin Aviation Capital, http://www.myairlease.com/available/griffin_aviation_capital","Mr. K. Fedor, mailto:kevin.fedor@griffinavcap.com?Subject=Query%20for%20MSN%2033467%20listed%20in%20myairlease.com",+1 917 689 4869,767-300ER,2002,33467,50796/9176,PW4060-3,0/18/246,OL,1604,1804
"Aircraft, (Jets and Turboprops)",Boeing 767,"Griffin Aviation Capital, http://www.myairlease.com/available/griffin_aviation_capital","Mr. K. Fedor, mailto:kevin.fedor@griffinavcap.com?Subject=Query%20for%20MSN%2033468%20listed%20in%20myairlease.com",+1 917 689 4869,767-300ER,2003,33468,49954/8993,PW4060-3,0/18/246,OL,1604,1804
"Aircraft, (Jets and Turboprops)",Boeing 767,"Guggenheim Aviation Partners, http://www.myairlease.com/available/guggenheim_aviation_partners","Mr. C. Bowen, mailto:clive.bowen@guggenheimpartners.com?Subject=Query%20for%20MSN%2027206%20listed%20in%20myairlease.com",+44 20 7535 1602,767-300ER,1994,27206,OR,CF6-80C2B7F,OR,OL/S,1602,1802
"Aircraft, (Jets and Turboprops)",Boeing 767,"Guggenheim Aviation Partners, http://www.myairlease.com/available/guggenheim_aviation_partners","Mr. C. Bowen, mailto:clive.bowen@guggenheimpartners.com?Subject=Query%20for%20MSN%2027205%20listed%20in%20myairlease.com",+44 20 7535 1602,767-300ER,1994,27205,OR,CF6-80C2B7F,OR,OL/S,1602,1702
"Aircraft, (Jets and Turboprops)",Boeing 767,"Jet Trading and Leasing, http://www.myairlease.com/available/jet_trading_leasing","Mr. L. Ayala, mailto:luis@jtl.aero?Subject=Query%20for%20MSN%2023403%20listed%20in%20myairlease.com",+1 305 567 2424,767-200ER,1986,23403,OR,JT9D-7R4E,OR,OL/S,1604,IMM
"Aircraft, (Jets and Turboprops)",Boeing 767,"mba aircraft solutions, http://www.myairlease.com/available/mbaas","Mrs. C. Allen, mailto:callen@mba.aero?Subject=Query%20for%20MSN%2023180%20listed%20in%20myairlease.com",+1 703 276 3202,767-200ER,1984,23180,62023/OR,JT9D-7R4E,0/12/202,OL/S,1603,IMM
